url,title,price,rating,review
https://www.carwow.co.uk/citroen/c3-origin,Citroen C3 Origin Review & Prices,"£18,025",6/10,"The Citroen C3 Origin is a stylish alternative to small cars such as the Vauxhall Corsa or Kia Rio . If those cars are a practical rucksack, the C3 Origin is more like a funky messenger bag. You might be curious about the 'Origin' part of this car's name. For most of its life, this car's been known simply as the C3, but Citroen wants to reserve this name for the upcoming all-electric e-C3 . This version of the C3 has thus been renamed the C3 Origin so it can stay on sale for a few more months, filling the gap in Citroen's model line for an inexpensive hatchback. The exterior has a bit more style then your standard city car, and there are plenty of personalisation options on offer such as two tone paint and various decals to help you stand out. The stylish bag theme carries over to the interior, where you have some leather-looking straps to close the door. Some models come with wood-effect trim on the dashboard as well, and it’s a welcome addition to the otherwise quite drab-looking cabin. The material quality isn’t up there with the likes of the Volkswagen Polo either. There are a lot of scratchy plastics around the place, and bits of the cabin feel flimsy. That said, the C3 Origin is more affordable than the Polo, and you do get a decent amount of equipment. All models get air conditioning, Bluetooth connectivity for your phone and cruise control . All but the entry-level car also get a 7.0-inch touchscreen with Apple CarPlay and Android Auto . Space in the front of the C3 Origin is decent. There’s a good amount of adjustment in the seats, and the steering wheel can be moved for reach and height. That said, taller drivers may be left wanting a bit more legroom. The front seats are like big, comfy armchairs. They’re soft and yielding, although there’s not much lateral support to hold you in place through the bends. Things aren’t quite so comfortable in the back though. Headroom is average (and even tighter if you have the optional panoramic roof), and the C3 Origin lags behind the Skoda Fabia for legroom. In terms of interior cubbies, the C3 Origin has some decent-sized door bins and a storage area with some cup holders in front of the gearstick. There is also a slot for your mobile phone below the infotainment screen, but it’s not really big enough for larger phones with the cable attached. The small glove box is the only real let-down in terms of cabin storage. The C3 Origin has a 300-litre boot. That’s a touch smaller than the Peugeot 208 and Vauxhall Corsa, and it’s considerably less space than you get in the Volkswagen Polo. It is a bit bigger than the Ford Fiesta ’s though, and there’s plenty of space for the weekly shop or a pushchair. On the road you can tell that this car is geared towards comfort over driving thrills. It’s not as much fun to drive as a Seat Ibiza or Ford Fiesta, but the soft suspension means it deals with bumps very well, and it’s also pretty quiet on the motorway. Engine-wise, you have a choice of two 1.2-litre petrols and a 1.5-litre diesel. The more powerful of the two petrols, with 110hp, is the best all-rounder, offering zippy performance and decent economy. The 84hp petrol is a bit lethargic out of town, but perfectly capable within it. The diesel is a bit more expensive, and only really worth considering if you spend a lot of time on the motorway. There are more practical small cars out there, and the Citroen C3 Origin isn’t the most fun to drive either, but if neither of those things matter to you then it’s a comfortable and good-looking option which offers more kit for the cash than a lot of alternatives. Keen on making a C3 Origin your next car? Check out the latest Citroen C3 deals available through carwow, and on Citroen’s whole range of models, or check out the latest used Citroens available now. And if you’re selling your current car, see how you can do that through carwow too."
https://www.carwow.co.uk/citroen/c4-spacetourer,Citroen C4 SpaceTourer Review and Prices,"£21,970",8/10,"The Citroen C4 SpaceTourer is a good MPV with a great interior – the dashboard looks and feels upmarket, while the large windows give the cabin an airy and spacious feel. The three seats in the back easily sit adults and have a wide range of adjustability. The boot, meanwhile, is one of the biggest in class. If you’re not familiar with the SpaceTourer name, it used to be called the Citroen C4 Picasso. Comfort is a very sought-after characteristic when choosing an MPV and the Citroen C4 SpaceTourer has the most cosseting ride in its class. It’s also quiet at motorway speeds, but tends to roll a bit in corners. There is a broad choice of engines for the Citroen C4 SpaceTourer – all are modern and refined and, in the case of the diesels, very cheap to run. The 115hp diesel is recommended by experts for it’s impressive fuel economy, while if you plan to only travel short urban trips, then the 130hp petrol makes more sense. Equipment levels are generous with entry-level cars getting air-conditioning, all-round electric windows, a seven-inch touchscreen infotainment system and a panoramic windscreen as standard. The C4 SpaceTourer is a stylish MPV with a slightly unintuitive interior The new Citroen C4 SpaceTourer marks a big improvement over its predecessor. Not only is it a striking looker both inside and out, but Citroen has made further strides in quality. The low weight helps improve fuel economy (along with a range of frugal engines) and importantly, it’s comfortable and spacious. If you don’t need more than that – and relish a bit of French style – it’s possibly the car for you."
https://www.carwow.co.uk/citroen/c3-aircross,Citroen C3 Aircross Review & Prices,"£20,605",8/10,"The Citroen C3 Aircross is a really difficult car to classify. Technically, it’s a seven-seater SUV, but if you compare it with cars like the Volvo XC90 or Skoda Kodiaq you’re going to be confused. That’s because the C3 Aircross packs all seven of its seats into a body that’s barely 10cm longer than a Volkswagen Golf . It’s over a foot shorter than the aforementioned Kodiaq, and shares its mechanicals, interior, styling and technology with the bargain-priced Citroen C3 . So if a Skoda Kodiaq is a holiday in Centerparcs, the C3 Aircross is like finding your own cabin on Airbnb instead. You’re probably going to pay a lot less, but you’ll likely have a much less polished experience. Outwardly, you won’t notice much difference between the C3 Aircross and the regular C3 hatch. You get the same upright, boxy silhouette, with quite a rugged-looking front grille and headlight arrangement which gives it much more of an SUV flavour. They flank a massive Citroen roundel, which definitely helps the front of the car stand out. Two-tone paintwork, plastic cladding on the wheelarches and chunky bumpers add to the beefy, off-road aesthetic. The differences from the regular C3 come once you get to the rear, where you’ll find more of the body overhanging the rear wheels and a longer roofline - hinting at the Aircross’s greater practicality. The greater interior space has been put to use in one of two ways. You can get a five-seater version, which has much more legroom than the regular C3 and a much bigger boot - 460 litres, versus just 310 litres in the regular hatch. The really interesting thing is that you can get a C3 Aircross with seven seats. This makes it the smallest and one of the cheapest seven-seaters on sale, and an alternative to cars like the Dacia Jogger or Citroen’s own Berlingo . Seats six and seven have precious little space for adults, but they’ll suit children very well. The main issue with squeezing so much passenger accommodation into such a small car is that when all seats are in place, the boot’s basically nonexistent. Forget a suitcase - you’d struggle to fit a picture of a suitcase in there. Up front, the dashboard is the same simplistic affair as the regular C3. The minimalist digital instrument panel is nice and clear and while the infotainment system is basic it does offer pretty much everything you really need. You can choose between a standard petrol engine with a manual gearbox, or a hybrid engine which comes with an automatic. Neither are particularly quick, but the hybrid has more low-down grunt and would feel more up to the task of ferrying seven passengers around. There’s also an all-electric e-C3 Aircross (reviewed separately) which comes as a five-seater only. If the idea of a pint-sized seven-seater grabs you, then check out our best Citroen C3 Aircross deals on Carwow here. You can see other great Citroen deals here, or find a used Citroen for sale here. And remember that Carwow can even help you to sell your old car when the time comes."
https://www.carwow.co.uk/citroen/c1,Citroen C1 Review and Prices,"£9,350",6/10,"The Citroen C1 is a small city car with funky styling and a colourful cabin. It’s an alternative to other city cars like the Volkswagen Up!, Renault Twingo and Hyundai i10, as well as its sister cars – the Peugeot 108 and Toyota Aygo. As you can see from the pictures, it’s a bright and cheerful little thing, but what these photos don’t show is the sheer range of colours you can choose from. And, that’s before you start to consider the options of a contrasting colour for the roof, or replacing the roof with a retractable canvas roof. Inside, too, you can choose from a variety of colourful options that give the cabin a youthful look and feel. And, if you can’t make up your mind, there are some special editions that make all the important style-related decisions for you. If that sounds good to you, and want to get offers from our trusted Citroen dealers, we’d recommend the 1.0-litre petrol engine with Urban Ride trim. Click the link, choose your colour, hit the Get offers button and see how much you could save: Citroen C1 1.0 Urban Ride . With a large central touchscreen that can be linked to a smartphone fitted to all but the most basic models, the C1 also looks pretty modern, but none of this can hide the fact that the car is built down to a price. The quality of the materials and the construction is not up with what you can find in the Volkswagen Up, for example. On the other hand, there is plenty of space in the front – perhaps more than you might expect, given how small the car is. The driving position is fine, too, but it’s worth noting that the steering wheel adjusts only for height, not reach, and the driver’s seat has no height-adjustment on the most basic version. It’s in the back where the Citroen C1 has to give second best to many of the alternatives. Both the Kia Picanto and Hyundai i10 have much more room in the rear seats, with legroom particularly in short supply. Headroom is also pretty tight, and worse in models with the retractable canvas roof. The boot, too, is smaller than you’ll find in, say, a Volkswagen Up, while the high lip makes it awkward to load and unload luggage. With a cheap car like the C1, it’s easy to focus on how little it can cost, but don’t. You’ll get a much better car if you spend a little bit more on it If you spend most of your life in town, the C1 will suit you down to the ground. It’s a light car, so it feels pretty nippy, even with a 1.0-litre three-cylinder engine; and, because it’s so small and has light steering, a tight turning circle and good visibility, it’s easy to manoeuvre and can dive through traffic. For the same reasons, it’s quite fun to drive on a twisty B-road. However, if you need to take to the highway rather than the High Road, the C1 isn’t as good as the likes of the Up or i10. Although it can cruise at the motorway limit, it makes a lot of noise getting – and staying – there. It’s also far less comfortable at these higher speeds, with the suspension letting passengers feel lots of bumps in the road. There’s only one engine to choose from, but with almost every trim level, you can pair it with either a manual or an automatic gearbox. The manual is the better bet, but both combinations return official fuel economy of more than 50mpg. Overall, the car is cheap to run – if a little more costly to insure than the Up and Skoda Citigo – but the most basic models don’t have much equipment at all. The basic trim is the only one without air-conditioning, DAB radio and the central touchscreen, as well as missing out on practical touches like a height-adjustable driver’s seat and split-folding rear seats. On the other hand, the safety package is pretty good, with Citroen somehow managing to squeeze six airbags into the tiny cabin, while you also get stability control and ABS. Overall, there’s certainly something very appealing about the characterful and colourful C1, but there are lots of arguably better alternatives. To some eyes, the Citroen’s sister cars, the Aygo or 108, may be better-looking, whereas the Up and Citigo are much more grown up and more capable beyond the city limits."
https://www.carwow.co.uk/citroen/c5-x,Citroen C5 X Review & Prices,"£31,355",9/10,"If you can’t make up your mind about what type of car you need, then the Citroen C5 X seems to offer a bit of everything. You could say it’s a bit like ordering the ‘special’ fried rice from your local Chinese takeaway. There’s a bit of bulky SUV in the mix, as well as a dash of practical estate and sleek hatchback – all of which combine to make a concoction that maybe doesn’t look immediately appetising at first glance, but is actually rather delicious when you tuck in. Given the weird mash-up, the alternatives you might also consider are pretty varied. Price-wise, everything from a Cupra Formentor to a Volkswagen Tiguan or a Skoda Superb Estate might also be on your shopping list; but the Citroen’s quirkiness certainly does at least help it to stand out from the crowd more than those models. It looks pretty distinctive on the inside, too. Soft, spongy leather upholstered seats mix with wood-effect trims and soft-touch plastics to lend the C5 X an appealing lounge-like ambience. Meanwhile, the infotainment system looks good and is easy enough to use – but it’s not the most responsive set-up in the world and you’ll possibly just default to using Apple CarPlay or Android Auto anyway. There’s loads of adjustability in the driving position, and the second row of seats is cavernous – even taller adults will find they’ve got a good amount of space to play with to get comfortable. There are a number of handy door bins and cubby holes for stashing your various odds and ends away, and the 545-litre boot is easily large enough to carry a couple of bulky suitcases and plenty of other luggage. As far as engines go, you’ve currently got three different options, although fans of Citroen’s famous diesels will be disappointed, and there’s no manual option either. Two are petrol motors, developing 130hp and 180hp respectively, and which drive the front wheels through an eight-speed automatic transmission. Then there’s the 225hp plug-in hybrid model, which combines a petrol engine with a larger battery and a secondary electric motor for an official all-electric range of 34 miles – though you’ll get much less than that out in the real world. This model makes the most sense if you are a company car driver as there are big tax benefits, although it’s not the most competitive tax rate thanks to the relatively low electric-only mileage. It’s also a bit pricier than the petrol models, so makes less sense as a private car. Our favourite is the 180hp petrol model. The engine is generally quiet and refined at a cruise, but at lower speeds the transmission can be a bit jerky. The stop-start system that cuts the engine when you’re at a standstill can be a bit over-eager too, occasionally causing you to lurch to a sudden halt as you’re pulling up to the lights. The C5 X’s ride is however extremely comfortable, bringing back fond memories of classic big Citroens. Around town you sail over lumps and bumps in the road, and on the motorway you feel like you’re wafting on a cloud. Visibility out the back isn’t great, but there isn’t much wind or road noise, and adaptive cruise control (standard on the range-topping model) helps to make long-distance journeys even less taxing. It’s even pretty fun on a twisty back road, which is surprising given the car’s spongy, souffle-like suspension set-up. There’s a bit of roll through corners , but this movement feels very controlled, and the lightweight steering is accurate enough. So if you can get onboard with the slightly marmite styling and quirky convention-busting is-it-an-SUv-or-estate-ness, there’s a huge amount to like about the Citroen C5 X. It’s super comfortable, impressively spacious and usefully practical. To find out how much you could save when buying through Carwow, check out the latest Citroen C5 X deals. You can also browse used Citroen C5 X models as well as other used Citroen cars. If you want to sell your car online , Carwow can help with that, too."
https://www.carwow.co.uk/citroen/e-c3-aircross,Citroen e-C3 Aircross Review & Prices,"£23,095",8/10,"The Citroen e-C3 Aircross is, in a nutshell, a slightly larger version of the regular Citroen e-C3 . While the petrol-powered C3 Aircross can be had with seven seats, that’s not an option for this EV variant, so you can consider it a bit like an estate car version of a regular hatchback - though it can’t carry any more people, it has more space in the back seats and a bigger boot. Like the regular C3, it’s also remarkable value, coming in at less than £23,000 - making it cheaper than any other electric car of this size. It’s like shopping at the cash ‘n’ carry, where you can get big packs of all your household favourites for not very much money - the flip side is, they’re often slightly less desirable than the name brands and might taste a bit funny if you don’t readjust your expectations. The first thing to adjust is your expectations of the e-C3 Aircross’ electric range. While other electric SUVs are increasingly bringing 200 or even 300+ miles of range to the table, for the e-C3 Aircross that figure is just 188 miles according to official tests - about 11 miles less than the smaller, lighter e-C3. Range: 188 miles (WLTP) Efficiency: 4.3 mi/kWh Battery size: 44kWh Max charge speed: 100kW Charge time AC: 0-100% in 6 hours (7.4kW) Charge time DC: 20-80% in 26 minutes (100kW) Charge port location: Left rear Power outputs: 113hp However, even though that number is pretty unimpressive, there’s a lot about the e-C3 Aircross that makes up for it. First, the practicality. The C3 Aircross is still a small car, despite its chunky-looking SUV proportions and raised ride height - but it’s only 10cm longer than a Volkswagen Golf hatchback . Despite this, you get nice spacious rear seats with plenty of room for adults, and a 460-litre boot - for reference, a regular family SUV like the Nissan Qashqai has 504 litres of space. There’s a lot to like about the interior of the e-C3 Aircross, too. Though it’s undeniably built to a price, Citroen’s been very clever in how it uses materials - a nice-feeling steering wheel and some neat fabric trim across the width of the dash mean it feels more expensive than it is. You get a fairly basic touchscreen infotainment system, but wireless smartphone connectivity comes as standard, so you can bypass it. To drive, the e-C3 Aircross feels a lot like the regular e-C3 - it’s just a little bit bigger and heavier. Citroen has fitted its clever ‘Advanced Comfort’ suspension which does a good job of ironing out bumps in the road, but the extra weight over the standard car does mean it’s not quite as comfortable. If you want a roomy, cheap, electric SUV, your options are few and far between. Alternatives include the closely-related Vauxhall Frontera Electric , which feels more conventional than the e-C3 Aircross - that might be to your taste, though. There’s also the Hyundai Inster , which offers better range and a flexible interior for a bit more money, or the BYD Dolphin , which has a similar amount of rear seat space but in a standard hatchback body. If the e-C3 Aircross is the one of these cars that catches your eye most, check out our best Citroen e-C3 Aircross deals here. You can see our other Citroen deals , or get a great price on a used Citroen for sale here. And remember that Carwow’s the place to be if you’re selling your old car , with our customers getting a better price on average than they were offered in part-exchange."
https://www.carwow.co.uk/citroen/c4-x,Citroen C4 X Review & Prices,"£19,940",6/10,"The Citroen C4 X is what happens when there’s a fire in a car dealership and a hatchback, an SUV and a saloon car all get melted together. Based on the regular C4 , which is already a sort of halfway house between hatch and SUV, the C4 X adds more fuel to the fire with a fully separate saloon boot. This might sound antiquated, and it certainly harks back to days past when the default family car was something like a Ford Cortina. It’s like a re-release of a classic record player, but with Bluetooth and MP3 functionality slightly uncomfortably grafted on. The C4 X (and the C4 hatch) both received a mid-life facelift in early 2025, upgrading their tech levels and ushering in a new look. Conceptually, there’s nothing much like the C4 X - the only other small saloon cars on sale are from premium brands such as the BMW 3 Series - but if you want something that has jacked-up suspension and a sleek silhouette, you might look to the Renault Arkana , Volkswagen Taigo or Peugeot 3008 . In all aspects other than its boot, the Citroen C4 X is the same as the regular Citroen C4. So let’s start with the point of difference - the load area. You get a huge 510 litres of load capacity, which is much bigger than the paltry 380 litres of the C4 hatchback. But what you gain in capacity you lose in flexibility. The C4 X’s boot lid doesn’t open wide enough to allow you to load big, bulky items, and while you can fold the rear seats down for longer loads you still have a fixed parcel shelf which limits you from carrying anything taller than about two feet. So while it’s great for soft bags or loads of supermarket shopping, if you want to take your old appliances to the tip, you’re out of luck. In the cabin, the C4 X has the same dashboard as the C4 hatchback, with a 10.0-inch infotainment screen and 7.0-inch driver display. They work well enough, though the infotainment system can be slightly labyrinthine in terms of where functions are hidden in the menu structure. In the back seats, you get slightly more headroom than the C4 hatchback, though legroom and width are identical. The rear backrest is also ever-so-slightly more reclined - by a whole degree - but you won’t mistake it for the back seat of a Mercedes S-Class anytime soon. In terms of engines, the C4 X is really easy - there’s only one available. It’s a 1.2-litre petrol with a hybrid system, and it replaces both the old 1.2-litre non-hybrid petrol and the 1.5-litre diesel that was previously available. It provides reasonable performance and good fuel economy, though it’s not as efficient as the Renault Symbioz’s hybrid engine - or as nice to drive. There’s also a fully-electric Citroen e-C4 X available, but we’ve covered that in a separate review. What all versions of the C4 X do get is partially hydraulic suspension, which makes it very comfortable over bumps. If the idea of a Citroen C4 with a bit more junk in the trunk appeals to you, check out our best Citroen C4 X deals on Carwow here. You can browse used Citroen C4 X models for sale, or check out other used Citroens for sale here. And remember that you can even sell your old car through Carwow, where our network of trusted dealers will bid to get you the best price."
https://www.carwow.co.uk/citroen/grand-c4-spacetourer,Citroen Grand C4 SpaceTourer Review and Prices,"£19,645",7/10,"The Citroen Grand C4 SpaceTourer is a roomy seven-seat MPV with a massive boot and an eye-catching design that helps it stand out from the likes of the Volkswagen Touran, Kia Carens and Ford S-Max. The current model was launched in 2013 but received a few styling tweaks in 2016 to keep it looking fresh. If you are unfamiliar with the name, it used to be called the Citroen Grand C4 Picasso. Thankfully, Citroen didn’t change too much of the old car’s already futuristic interior. You get plenty of plush plastics dotted around its minimalist cabin and the same neat central speedometer. It certainly feels more special inside than the comparatively bland Touran, but its confusing infotainment system can’t hold a candle to VW’s super-intuitive touchscreen. Sure, you get sat-nav and smartphone mirroring as standard in all but entry-level Touch cars, but the sluggish menus and fiddly on-screen buttons for the climate control make it quite tricky to use on the move. What the Citroen C4 Grand SpaceTourer lacks in easy-to-use infotainment, it claws back in passenger space. There’s room for six-foot-tall adults to sit in all three rows (for short journeys at least) and you can fit a child seat to each of the separate sliding middle seats. The futuristic-looking Citroen C4 Grand SpaceTourer makes other boxy MPVs look like they belong in an episode of the Flintstones Sadly, it’s not all good news. Folding the Citroen C4 Grand SpaceTourer’s middle and rearmost seats down is much more difficult than in the VW and Kia. Thankfully, once you’ve faffed about with the many tethers and carpeted covers you’ll open up a huge boot that’s streets ahead of the Touran and Carens. If you plan to regularly fill your Citroen C4 Grand SpaceTourer’s seven seats or do plenty of long journeys, you’ll want to pick a 120hp 1.6-litre diesel model – it’s cheaper to buy and more frugal than the bigger 2.0-litre diesel. If short trips around town are more your thing, the 1.2-litre petrol will be right up your street. Whichever model you pick, you’ll find the Citroen C4 Grand SpaceTourer easy to drive. Its huge windows and light steering make it relatively easy to thread through tight city streets – for a bulky MPV, at least – although it isn’t as comfortable as the VW and leans more in tight corners. It might not come with quite the same amount of high-tech safety kit as the Touran but the more affordable Citroen Grand C4 SpaceTourer is still a safe and hugely practical large family car that’ll be just as happy on the school run as it will be helping you move house."
https://www.carwow.co.uk/citroen/c3,Citroen C3 Review & Prices,"£18,305",8/10,"The Citroen C3 has been totally reinvented, and this is it - Citroen’s new budget competitor taking aim at some of the cheapest cars on sale today. Despite this, it’s one of the best small cars you can buy. It’s available in all-electric form as the brilliant e-C3 , but this review focuses on the petrol and hybrid models, simply known as C3. Confusingly, the old C3 remains on sale for a while - it’s been renamed C3 Origin . This all-new model is built on a cheap set of components originally designed for developing countries. But with clever design, and by loading it with generous standard equipment, Citroen’s managed to make the C3 feel rather more than the sum of its parts. It’s like creatively decorating using exclusively IKEA furniture - the components might be cheap, but with some smart touches you can have a really effective result. If you’re looking at the C3, chances are you’re considering other low-priced alternatives such as the Dacia Sandero , the Kia Picanto or even the outgoing Citroen C3 Origin. The new C3 has a boxy body and rides high - like a compact SUV . This means it has plenty of interior space - two adults can sit comfortably in the rear, and the 310-litre boot is a very respectable size, comparing favourably with some hatchbacks costing much more. The dashboard is also largely a triumph. Citroen’s managed to mask its use of inexpensive, scratchy materials with a fabric strip running across the middle that not only looks cool but brightens up what would otherwise be a sea of black. The 10.3-inch infotainment screen may not be the most high-definition, or run the very latest software, but it does just about everything you’d reasonably want - and it’s bang up-to-date with wireless Apple CarPlay and Android Auto smartphone connectivity allowing you to circumvent Citroen’s own interface if you so choose. Comfortable seats, great visibility and a very clear digital screen for driver information are all great additions too. The C3 is powered by one of two engines. At the entry level, there’s a 1.2-litre petrol engine which gets a five-speed manual gearbox - good for an easy 50mpg fuel economy. Performance is relatively modest with just 100hp on tap, but it’s much quicker than most cars of this price. Later on in the C3’s life Citroen will launch a hybrid model . This also has 100hp, but gets an automatic transmission and should return even more impressive economy. If this sounds like the budget model for you, then check out our best deals on the Citroen C3 - or find a great deal on another Citroen model . You can also browse our used Citroens for sale , and remember that when the time comes you can even sell your car right here on Carwow through our network of trusted dealers."
https://www.carwow.co.uk/citroen/spacetourer,Citroen SpaceTourer Review and Prices,"£39,385",6/10,"The Citroen SpaceTourer is a very practical MPV with enough space in its van-shaped body for as many as nine people. If you don’t fancy moonlighting as a minicab driver, you can get it with five seats and an absolutely vast boot. Unlike the similarly named Citroen C4 SPaceTourer, the non-C4 model isn’t a stylish MPV with space-age looks. Instead, the Citroen SpaceTourer is a boxy van-based MPV with unassuming styling and a back-to-basics cabin. In this sense, it’s quite similar to the Peugeot Traveller – both come with a very high roof and large rear doors that slide rather than swing open to help passengers climb in easily. Speaking of passengers, you can carry between four and eight friends in the Citroen SpaceTourer, depending on how many seats you choose to have fitted. Even in nine-seater mode, there’s enough space for tall adults to get comfy and even those in the rearmost seats won’t feel too claustrophobic thanks to the Citroen’s large windows. Not convinced? You can also get mid-range models with a panoramic glass roof to let even more light into the back seats. Even with most of your extended family onboard there’s plenty of space left over in the Citroen SpaceTourer’s boot for a few suitcases. You won’t feel left out in the front either, because there’s plenty of head and legroom and you get a 7-inch touchscreen infotainment system to keep you occupied in all but entry-level models. You won’t buy the Citroen SpaceTourer because it looks great or feels posh, but you might part with your cash if you need to carry eight friends and their luggage without breaking the bank. Sure, it doesn’t look as sharp or as colourful as the system you get in a Mercedes V-Class, but it comes with a DAB digital radio and lets you connect your phone using Bluetooth and MirrorLink so you can use your phone’s navigation apps through the Citroen’s built-in screen. All the Citroen SpaceTourer’s controls feel reasonably solid, but the more expensive Mercedes V-Class has it beaten in terms of both build quality and plush-feeling materials. You sit just as high up in the Citroen SpaceTourer as in the Mercedes V-Class though, so you get an equally commanding view out over other cars. The Citroen’s steering is fairly light too, so it isn’t particularly taxing to manoeuvre through city streets on in heavy traffic. It doesn’t feel quite as perky as the more powerful V-Class when you accelerate hard, though, but most of the Citroen SpaceTourer’s 1.6- and 2-litre diesel engines are still punchy enough to pull you and eight friends along at a reasonable lick. The Citroen’s slightly more economical than the Mercedes, but is a little noisier at motorway speeds. To help make it a bit more relaxing to drive, you’ll want to pay extra for the optional adaptive cruise control and automatic emergency braking upgrade. This also helps make the Citroen SpaceTourer safe, and well worth a second look if you’re after a very practical MPV – especially if you need to carry as many as eight passengers. Check out our Citroen SpaceTourer deals to see how much you can save on one."
https://www.carwow.co.uk/citroen/c3-picasso,Citroen C3 Picasso Review and Prices,"£13,475",4/10,"Step inside and the unusual forms will take your attention from the iffy build quality and the multitude of buttons festooned on the dashboard. Space for passengers is around class average and the boot is big and practical enough for family needs. In terms of engines, you get a duo of fairly small and underpowered units so expect middling performance and fuel economy. The pick of the range is the 100hp diesel, but it’s still fairly slow next to rivals. You won’t need much performance anyway because the C3 Picasso rolls too much in corners to be enjoyable. At least at slow speeds the ride is cosseting and there’s hardly any road noise entering the cabin at speed. Equipment levels are a bit old school so you get air-conditioning and cruise control as standard, but an infotainment system is a £800 option even on the top-spec model. It's a good family car if you simply detest compact SUV crossovers If you need the versatility of a small MPV but want to stand out in the crowd and look stylish then the Citroen C3 Picasso is hard to beat."
https://www.carwow.co.uk/citroen/e-c4-x,Citroen e-C4 X Review & Prices,"£28,715",7/10,"The Citroen e-C4 X is an electric car that doesn’t fit easily into one category. Like the petrol-powered C4 X , it’s quite an unusual combination of traits, merging the high ride height of an SUV, the silhouette of a coupe, the price tag of a small hatchback and the saloon boot of, well, a saloon. It’s a bit like an old cottage that’s been refurbished, adapted, built on and extended until there’s not much of the original left - while the e-C4 X is related to the regular Citroen C4 hatchback , it’s a very different proposition. The e-C4 X, like the rest of the Citroen C4 range, got a mid-life facelift in 2024. The most noticeable change is to the front-end styling, which is much sleeker than it was before and features multi-level LED daytime running lights and narrow LED headlights. Though it’s not exactly handsome, it’s distinctive, and from the rear three quarter it’s almost elegant. Citroen’s new, much larger badge leaves you with no confusion about what brand it’s from. As an electric family car, there are a lot of excellent alternatives to the Citroen e-C4 X that you might be considering. Budget offerings such as the MG4 or great electric SUVs such as the Kia EV3 spring to mind, but finding a direct alternative isn’t easy because of the Citroen’s unique silhouette. Other electric saloons on sale tend to be more luxurious offerings such as the BMW i5, though the Tesla Model 3 is a good-value alternative. Inside, the e-C4 X is very similar to the rest of the C4 family. Since the 2024 facelift, it gets a new, posher infotainment screen and higher-quality digital dial display, but the bones of the cabin are the same - which means you get plenty of physical switchgear for ease of use, a simple and quite classy design and surprisingly good build quality for such a cheap car. Space for passengers is nearly identical, with rear seats that are just slightly reclined from the C4 hatch, but the boot is totally different. At 510 litres in capacity, it’s massive, but being a saloon car with a fixed rear window you lack flexibility for carrying larger items. The e-C4 X is fitted with Citroen’s ‘Advanced Comfort’ suspension, which has clever hydraulic elements. All you really need to know is that it deals with lumps and bumps in the road very well, taking the edge off speed humps and potholes in a way that most cheap cars don’t. There are two battery and motor combinations available for the Citroen e-C4 X, linked to the trim level you select. Base-model Plus variants (the even cheaper ‘You!’ model available on the standard C4 isn’t an option here) get a less powerful motor and a battery capable of up to 221 miles between charges (officially). Meanwhile, the top-spec Max model gets a larger battery and more powerful electric motor, good for up to 262 miles between charges and with improved performance. Both models are as smooth and quiet to drive as all electric cars, but while they’re nippy enough around town you don’t ever really feel a surge of acceleration like you do in a Tesla Model 3. Combined with the e-C4 X’s soft suspension, this is a car better suited to relaxing drives rather than extracting every drop of performance down a back road. If all this sounds good, check out our best Citroen e-C4 X deals . You can also see other great Citroen deals , or if you’re buying secondhand, find a used Citroen e-C4 X for sale or see other used Citroen cars for sale . And remember that Carwow can even help you to sell your old car when the time comes."
https://www.carwow.co.uk/citroen/berlingo,Citroen Berlingo Review & Prices,"£23,320",6/10,"The humble van-based MPV is something of a dying breed these days, with a lot of buyers moving towards SUVs instead. The Citroen Berlingo is here to fly the flag for the boxy people carrier, offering a massive boot and loads of cubby spaces inside. You can think of the Berlingo as being like a pair of cargo trousers. It’s functional, comfortable and practical, if not the most on-trend option on the market. There’s no hiding the fact that the Berlingo is based on a van, but Citroen has made a few changes to spice things up for this passenger version. You have a different bumper with split-level headlights and range-topping models get smart-looking alloy wheels. This car is pretty much identical to the Peugeot Rifter and Vauxhall Combo Life under the skin, but the Citroen is arguably the most distinctive. The Berlingo’s commercial vehicle roots are also apparent on the inside, where there’s not much in the way of plush materials. Go for the entry-level Feel model and you’re greeted by a swathe of hard black plastic across the dashboard, although the Flair XTR does add a pop of colour to the otherwise bland cabin. All models get an 8.0-inch touchscreen as standard, which helps to keep things looking modern. There’s plenty of space up front, and you get loads of adjustment in the seat to make yourself comfortable behind the wheel. What’s surprising for a car like this is the rear legroom, because there’s not that much of it. The back seats are also quite upright, so they’re not the most comfortable on long journeys. What’s not lacking in the back is headroom thanks to that boxy body, and there’s more than enough shoulder space to fit three across the back as well. The main reason you’ll buy this over something like a Citroen C5 Aircross or Kia Sportage is the boot, because it’s gigantic. You get a whopping 1,255 litres of space back there. That’s a huge increase on the 580 litres you get in the C5 Aircross. You have three engine options to choose from. If It’s petrol power you’re after, there’s a 110hp option with a six-speed manual gearbox. There are also two diesel options, one with 101hp and a six-speed manual, or a 130hp engine with an eight-speed automatic. No matter which engine you go for, the Berlingo is pretty easy to drive. The tall driving position and vast windscreen give you a great view out, and the big, van-like door mirrors make it easy to see behind you as well. To find out how much you could save on a new model, check out Carwow's Citroen deals , or browse the latest used Berlingos from our network of trusted dealers. You can also browse other used Citroens , too. Want to change your car? You can sell your car online through Carwow, where our trusted dealers will get you the best price."
