brand,model,text,source
fiat,500c,"Is the Fiat 500C a good car? Inspired by ‘La Dolce Vita’ of warm days in Tuscany or Rome, the Fiat 500C is a convertible small car that has a sliding soft-top and wonderfully retro styling. With only the Mini Convertible and Toyota Aygo X (when it's fitted with a sliding roof) the only true alternatives, the 500C is part of a rare breed – but it’s not going the way of the dodo just yet, with the 500 Electric Convertible taking up the zero-emission mantle. Its style is classic Fiat, with plenty of chrome trim around the main badge and lights matching the throwback looks. The short overhangs, which make it great in town, are matched with more chrome around the back, which has rectangular lights and shows the full extent of the sliding roof. Inside, most of the dashboard features a body-coloured panel to match the outside. That hosts the 7.0-inch touchscreen, the climate controls and a high-mounted gear lever. The steering wheel sits in front of the speedometer, which has the rev counter inside it as well as a small driver information display, which isn’t easy to navigate. Top versions get a 7.0-inch screen behind the wheel, although that isn’t the simplest to use either. You won’t find a lot of cabin space in the 500C. Yes, the driver can get comfortable fairly easily, but if you’re tall you won’t find masses of headroom available. Trying to squeeze adults into the back is very tricky, as you have to fold the front seat forward, then clamber into a space where you’ll find little room. It’s worth splashing the cash and getting the Fiat 500C Top if you want this cute and stylish supermini – even if it’s not the best to live with Mat Watson Expert Car Reviewer The boot isn’t particularly large either. At 185 litres, it seriously lags behind the boot in the Mini Convertible and Toyota Aygo X, while multiple other small cars top that if you’re not desperate for the sliding roof. Folding the back seats down does open more space, but the boot opening itself is too narrow to fit larger items in. You only get one engine choice with the 500C – a 70hp 1.0-litre three-cylinder petrol engine with a small generator and battery applied to help with fuel economy. That comes with a six-speed manual transmission. The sprint from 0-60mph is more of a jog, taking 13.8 seconds. In town, the keenly revving engine helps you get up to urban speeds quickly enough, while the light steering can be made even lighter by pressing a button on the centre console to make the Fiat more manoeuvrable. The 500C is comfortable enough over bumps and you get a good view around you, but the rear view can be hindered with the roof rolled down. That tiny engine does start to run out of puff when you’re on the motorway though. As it takes so long to get up to speed, you have to make the most out of every gear by revving it close to the red line. It is also quite noisy at higher speeds, with wind and road noise glaringly obvious. If you’re in an Abarth 695C – a tricked-out Fiat 500 – twisty roads are a lot of fun. Not so much in the Fiat 500C. You feel like you might topple over if you take a corner too quickly, and the steering does not give you a great sense of how much grip your front tyres have. While the Fiat 500C offers a lot for those wanting to enjoy sunnier weather when driving around town, there are sacrifices that need to be made –. it’s not that practical for its size and isn’t refined when you need to go on a longer journey, with a Mini Convertible or Toyota Aygo X being more accomplished overall. If you want to see the best new deals on a Fiat 500C, check out carwow, where you can find used FIat 500C offers as well. You can look into other used Fiats here, and if you want to change your car the easy way, you can sell your car through carwow where our trusted dealers will get you the best price.",Carwow
bmw,1-series,"Is the BMW 1 Series a good car? The BMW 1 Series is a posh family hatchback with a high-quality cabin and loads of cutting-edge tech. You may also be considering the Audi A3 or Mercedes A-Class if you’re shopping for a premium hatchback, and the 1 Series was updated in 2024 with a new look and an updated cabin. The 1 Series has always been the go-to if you want a premium hatchback with a sporty edge. It’s a bit like choosing a pair of Yeezys over some Dr. Marten loafers. There are very few small cars which feel as posh inside as the BMW 1 Series, and this was only improved during the 2024 update. All the materials feel soft and yielding and everything is really solid. Quality in here is much better than it is in a Mercedes A-Class. The tech you get inside is also really impressive. All cars get a huge curved display atop the dashboard comprising a 10.7-inch touchscreen and a 10.3-inch digital driver’s display, and it’s all very responsive and easy to use. Watch: BMW M135 review As is the case in most BMWs the driving position is spot on. There’s loads of adjustment in the seats and steering wheel for all drivers big and small to get comfortable. Once you’re ready to go, there are also plenty of cubby holes for you to empty your pockets into. Moving to the rear seats, the space on offer is best described as adequate. If you’re only carrying two people back there then they’ll have enough legroom, however headroom could be a struggle for taller adults. Getting three people back there is also a tight squeeze, and a Volkswagen Golf is more adept at carrying rear passengers. Boot space is also down on some of this car's key competitors. In the basic petrol model you get significantly less space than an Audi A3 or Honda Civic have to offer, however the BMW’s load area is a nice square shape and there isn’t much of a lip to haul items over. As for engines, there are just three on offer and they’re all petrol-powered. Entry-level models get a 1.5-litre three-cylinder with 170hp, then there’s a 2.0-litre with 218hp or the range-topping M135 hot hatchback with 300hp and all-wheel drive. The 1 Series really is a good, premium-feeling small car, it’s just a little bit expensive Mat Watson Expert Car Reviewer Once you’ve loaded the car up and hit the road, the first thing you’ll notice is that even the entry-level petrol model has a hot hatch feel to it. The steering is responsive and it’s great fun to thread down a country road, though the performance-focused M135 isn't as exciting as the Volkswagen Golf R, even if there's no denying it's fast in a straight line. The sportiness does come at the expense of comfort though, because even the normal 1 Series is a bit firmer than an Audi A3. This is especially apparent around town, where the car jitters around over potholes and broken surfaces. Still, at least the steering is nice and light and you get decent all-round visibility. Things settle down on the motorway, where the cabin feels nice and hushed. There’s just a hint of tyre roar disturbing the peace, but the 1 Series is a relaxing car for covering long distances. So the BMW 1 Series is great to drive, packed with tech and really well-made. Some alternatives are more comfortable though, and quite a lot of features are pricey options. Check out the latest BMW 1 Series deals if you fancy this as your next car and want to save some cash, or browse offers on other BMW models. You can also take a look at used 1 Series’ available now, and don’t forget that you can also sell your current car through Carwow for a great price.",Carwow
bmw,2-series-active-tourer,"Is the BMW 2 Series Active Tourer a good car? Crossovers and SUVs dominate the family car market these days, however BMW is keen to prove that the humble MPV is still deserving of a place on the driveway with the 2 Series Active Tourer. You can think of the 2 Series Active Tourer as a more sensible alternative to cars like the Audi Q2 and Mercedes GLA, and BMW’s own X1. If those cars were a pair of trendy Nike Air Max trainers, the 2 Series Active Tourer is a sensible pair of Hush Puppies. In terms of premium people carriers, only Mercedes offers something similar, with the B-Class very much in the same mould as the Active Tourer - practical rather than fashionable for the size. It may not be as stylish as a modern SUV, but you can lift the 2 Series Active Tourer by going for the M Sport pack. This gives the car some sporty-looking bumpers, as well as 18-inch alloy wheels, making it look a bit less dowdy and a bit more aggressive. This may not hide the car’s boxy shape, but the plus side is a practical cabin. Up-front there’s plenty of headroom, as well as loads of adjustment in the seats to find your ideal driving position. You get plenty of storage, with a small cubby under the armrest as well as a big space under the centre console where you could keep a bag. The glovebox is an average size, as are the door bins. You can get a wireless charging pad in front of the cupholders, which has a helpful clip to keep your phone in place. The spacious theme continues in the rear. Headroom is still generous, and there’s plenty of knee room as well. There’s also a handy armrest with cupholders in the rear, and fitting a child seat is easy thanks to the exposed ISOFIX anchor points. As for the boot, you get 470 litres of space in the 218d models, or 415 litres in the 220i and 223i versions. Plug-in hybrid versions drop to 406 litres of cargo room thanks to a battery pack under the floor, although that’s still around the same as the 405 litres offered by the Audi Q2. The 2 Series Active Tourer may not be as stylish as an SUV, but it offers plenty of practicality and a really nice interior Mat Watson Expert Car Reviewer The Mercedes B-Class gets 420 litres of boot space, so slightly more than the petrol and plug-in hybrid Active Tourer, but less than you get in the 218d version. It’s worth bearing in mind however that the diesel’s additional storage space is situated under the boot floor., rather than within the main luggage area The exterior design may not be as exciting as an SUV, however the interior can easily match something like a Mercedes GLA. Everything feels really well screwed together, and the materials used are all high-quality. The overall cabin layout is very similar to the BMW X1 SUV, meaning you get the same floating armrest and wide central air vent, as well as the same 10.25-inch digital driver’s display and 10.7-inch infotainment system. Engine-wise, there are plenty to choose from. Only one of them is diesel though, the 218d with 150hp. Then there’s a couple of petrol models, the 220i and the 223i with 170hp and 218hp respectively. If you’re a company car driver, you’ll probably be looking at the tax-efficient 225e plug-in hybrid. This gets a 1.5-litre petrol engine paired with an electric motor, producing 245hp and capable of an official 56 miles on electric power alone. The plug-in hybrid makes the most sense around town, where the instant acceleration of the electric motor makes pulling out at busy junctions easy. Whichever engine you go for though, the 2 Series Active Tourer is easy to drive in the urban jungle. The BMW 2 Series Active Tourer may not be the most exciting offering in the family car segment, however if you’re looking for a well-made, premium-feeling car to haul the family around, and you’re not too bothered about looking flash while doing it, this car is certainly worth a look-in. If you’re looking to make the BMW 2 Series Active Tourer your next car, check out the latest offers available on carwow. Alternatively, you can browse used BMW models, and you can sell your car for what it’s really worth.",Carwow
bmw,3-series,"Is the BMW 3 Series a good car? The BMW 3 Series is like Alan Shearer. No, it’s not from Newcastle, but like Shearer it has for generations been a reliable and impressive performer, able to out-shine European and world opposition at the highest level, and is still going strong even in its advancing years. While Audi might be re-inventing the A4 as the new A5 (rather confusingly) and Mercedes has brought out a new C-Class while BMW was just updating the 3 Series, this is still a car that looks and feels totally cutting edge, especially in how it drives. Though if you would also consider an electric car, the Tesla Model 3 feels more futuristic still. In terms of styling, the most recent round of updates for the 3 Series haven’t changed that much. There’s been some small nipping and tucking around the lights and grille, some new wheels and paint options, but the overall shape and style remains the same. That’s both good and bad — good in that, overall, the 3 Series is still a handsome thing. Bad in that it hasn’t addressed some design mis-steps, such as the way the 3 looks overly bulky around the rear wheelarches. Basic Sport models get chrome trim around the radiator grille, while M-Sport models look a little more glowering with blacked-out trim. Watch: Audi A4 v BMW 3 Series v Genesis G70 v Mercedes C-Class It’s in the cabin that you’ll find the bigger changes. BMW has binned the (rather attractive) separate digital instruments and infotainment screen in favour of the big, curved, combined screen setup taken from other models such as the 4 Series and 5 Series. This means that the 3 Series now has the latest and most up to date infotainment software — which can update itself via over-the-air links — but even though the old iDrive click-wheel has been retained, there are some fiddly bits to find your way around on the screens, and the graphics don’t look quite as nice as they used to. Space in the cabin remains unchanged, which means you get just enough for four adults to sit in reasonable comfort, but there’s not the stretch-out space you’d find elsewhere. The boot is practical, especially in the Touring estate, but remember that the plug-in hybrid 330e — a hugely popular model with business user-choosers — loses quite a lot of that space to the battery, to the point where a basic VW Golf hatchback has a bigger boot. Not that you’ll care about boot space much when you’re sitting up in the driver’s seat. The BMW 3 Series has long been considered the best of its breed to drive, and that hasn’t changed, despite the fact it’s bigger and heavier now than it has ever been. While we have to wait to see what Audi has cooked up with the new A5 saloon, the 3 Series most definitely has the beating of the otherwise-impressive Mercedes C-Class when it comes to the driving experience. This is still a car that looks and feels totally cutting edge, especially in the way it drives Mat Watson Expert Car Reviewer The engine range has shrunk somewhat in the past few years — your choice at the base of the BMW 3 Series lineup is now restricted to the petrol 320i or the plug-in hybrid 330e. Bye-bye diesel 320d — we shall miss your combo of easy-going performance and exceptional economy, though there are plenty of excellent used examples to be found. In fact, there are now no diesel 3 Series models at all, something of a shock when you remember how wildly successful they have been over the years. Mind you, the 330e looks like it might be settling into the 320d’s economy shoes, not least because a big battery upgrade now means that it can do as much as 62 miles on electric power alone, if you remember to charge up the battery (which can’t, alas, be fast-charged from public DC chargers). Of course, if it’s serious performance you want — but you don’t fancy the expense and insurance cost of stepping up to a full-on M3 — there’s the brilliant M340i with its 374hp, straight-six, 3.0-litre turbo engine. Whisper it, but that’s actually a more enjoyable car to drive even than the mighty M3 itself. If you want to bag yourself a great deal, check out Carwow’s BMW 3 Series deals. You can also get a great price on a used 3 Series as well as other used BMWs from our network of trusted dealers. Carwow’s Sell My Car service takes the pain out of moving your old motor on, too.",Carwow
bmw,4-series,"Is the BMW 4 Series a good car? The BMW 4 Series is an upmarket coupe that seats four and is designed to be more stylish and fun to drive than the BMW 3 Series saloon on which it’s based. It’s also more fun than its main alternatives, the Audi A5 and Mercedes C-Class Coupe. The two-door 4 Series Coupe sits in a family of 4 Series models, along with the convertible and five-door Gran Coupe models, while the BMW i4 is the electric version of the regular 4 Series Coupe, with the coupe and convertible getting updates in 2024. But in terms of styling, if the German coupes were in an orchestra, the Audi and Mercedes would be tickling the triangle while the BMW tries its best on the tuba – that grille makes the most noise. Some will like it and some really won’t. Still, beyond that, the 4 Series is a good looking car. Its aggressive creases, sporty body kit and sloping roofline make it a sort of half-price BMW 8 Series. Inside, it’s not as in-your-face as a C-Class in terms of design, but it’s classier and the levels of quality are better than in both Mercedes and Audi. In Mercedes’ larger cars its infotainment system narrowly beats BMW’s for visual drama and the way it works, but in the 4 Series and C-Class (where Mercedes fits its older systems), it’s the BMW that takes the win. The BMW’s looks better, works better and comes with Apple CarPlay and Android Auto. Praise be. Audi’s system comes a close third on all fronts. The range-topping M440i is brilliant, but most people will love the 420i M Sport. Head to our deals page for the very best prices! Mat Watson Expert Car Reviewer The 4 Series has seating for four people and those in the front seats will have all the space they need. The driver gets a good amount of adjustment, but it’s disappointing that lumbar adjustment – good for staying comfortable on long drives – isn’t standard and only comes as part of a very expensive pack. Grrr. The rear seats are fine for legroom, even for adults, but they’ll struggle with head room if they are anywhere close to six foot. Getting in and out of the back is a struggle too, because there are no rear doors – but hey, it’s a coupe. Still, the 4 Series’ boot is a generous 440 litres, which is only slightly smaller than an A5’s and some way bigger than the C-Class Coupe’s. There’s lots of engine choice, and there isn’t a bad one. There are 2.0-litre and 3.0-litre petrol and diesels, ranging from 184hp to 374hp, but the majority of people will find the 184hp 420i 2.0-litre petrol a great choice. Do more motorway miles? The 190hp 420d 2.0-litre diesel will cruise more efficiently. If you want maximum punch, the M440d diesel and M440i petrol both have powerful six-cylinder engines with startling performance. Then there’s the high-performance BMW M4, which we have reviewed separately. Handily, all 4 Series models are huge fun to drive. They’re lower and stiffer than a BMW 3 Series, and turn into corners with more agility than an A5 or C-Class Coupe. The xDrive all-wheel drive system is available with the 420d and standard on the M440 models for added security in slippery conditions, plus BMW offers things like upgraded brakes, a sports differential and adaptive suspension to really spice things up. The M models get this as standard. That agility does mean the 4 Series feels harder over bumps in town, even in its most comfortable driving mode, but otherwise, its standard parking sensors and rear camera make light work of parking. On the motorway, the suspension feels less abrupt and the 4 Series cruises quietly, but like the lumbar support, BMW’s clever adaptive cruise control with lane-keep steering assist costs a fortune to add as part of a pack. More grrr. Despite these minor setbacks, we think the 4 Series is the best of its breed. See how much you could save on a new BMW 4 Series with carwow, or check out our latest used BMWs. And if you need to sell your car, we can help with that too!",Carwow
bmw,5-series,"Is the BMW 5 Series a good car? Think of an all-rounder, and two things are likely to spring to mind. First will be a Swiss army knife – the global icon for ‘a thing that does everything’ – and the next could well be the BMW 5 Series. Since debuting five decades ago, this posh German saloon has proven time and again that it can offer comfort, bags of practicality, the latest technology and serious performance. It’s a similar story with its two key alternatives – if you’re considering a 5 Series you should also take a look at the Mercedes E-Class and Audi A6. Or perhaps the Lexus ES if you want a left-field option. The latest 5 Series clearly takes hints from BMW’s recent bold design direction as seen on the likes of the 2 Series Coupe and XM, albeit a little more subdued. That said, its styling is rather challenging, lacking the elegance of its predecessors. There are odd, incohesive lines around the headlights and front bumper, a front grille that seemingly mimics beaver teeth and the rear end looks like the designers couldn’t agree on what to do so gave up halfway through the process. Watch: All-electric BMW i5 review It’s a different story inside, with BMW’s latest infotainment system present and correct, combining a 12.3-inch digital drivers’ display with a 14.9-inch central screen. Apple CarPlay and Android Auto are included as standard, and operate wirelessly. The overall design is pretty good and although some of the physical buttons have disappeared, forcing you to use the touchscreen more, there are high quality materials and solid build quality to make up for it. Artificial leather upholstery comes as standard, though you can opt for the real stuff, as well as a part-Alcantara choice if you’d prefer. So you get all the good tech, but if practicality is key, you might be a touch disappointed. Petrol-powered versions of the new 5 Series promise 520 litres of boot capacity, which is less than the Mercedes E-Class and Audi A6, though not by much. On the plus side, unlike those two cars the BMW’s boot doesn’t lose capacity in the plug-in hybrid version. A Touring estate version will arrive later if you need the extra room. The BMW 5 Series is available with one petrol engine, offering 208hp, and a pair of plug-in hybrid versions with up to 489hp. Notably, there’s no diesel version, which is a sign of the times given that this model is typically popular with those who rack up serious motorway mileage. The BMW 5 Series is comfortable to drive and has a lovely interior – shame the outside just looks so… bleugh Mat Watson Expert Car Reviewer It’s goodbye to diesel, but hello to electric for the first time in a 5 Series. The i5 – reviewed separately here – will do up to 361 miles on a charge, but is quite a bit more expensive than the petrol-powered model. As you might expect, the BMW 5 Series is a comfortable and refined motorway cruiser. There’s a little bit of wind and road noise but overall it’s a relaxing way to rack up miles. However, BMWs usually excel at also being great fun on a twisty road, but the latest 5 Series is a bit disappointing in this regard. The steering is numb and doesn’t give much feedback about how much grip the tyres have, while the car just generally lacks the eagerness to turn into a corner that made old versions so much fun to drive. An Audi A6 is, surprisingly, more fun here… Regardless, this is a great all-rounder and just a fraction better overall than the Mercedes E-Class and Audi A6. Want one? Check out the latest BMW 5 Series deals available through Carwow. You can also see how much you could save on a used 5 Series from our network of trusted dealers, as well as other used BMWs. You can sell your car through Carwow, too.",Carwow
bmw,5-series-touring,"Is the BMW 5 Series Touring a good car? The BMW 5 Series Touring is a posh estate car with a plug-in hybrid engine that makes it ideal as a practical family car, or for company car drivers looking for something comfortable to rack up miles in. It’s a bit like a Burberry backpack, because it’s posh and practical in equal measure. SUVs might be the on-trend choice, but there are plenty of estate alternatives to consider if you prefer to sit lower in the car. Other posh estates include the Audi A6 Avant and Mercedes E-Class Estate, or you could opt for a well-specced Volkswagen Passat. The 5 Series Touring isn’t the best-looking car, with odd angular lines in the bodywork that never feel quite as cohesive as more elegantly styled generations of old. Things get better inside, though, with a clean design for the most part. You get a smart piece of trim splitting the dashboard widthways and a pair of screens above this. BMW’s infotainment tech is some of the best in the business, with crisp displays and intuitive menu navigation. Aesthetically challenged on the outside, but the BMW 5 Series Touring should be a comfortable, practical estate car Mat Watson Expert Car Reviewer Boot space is up on the BMW 5 Series Saloon, increasing from that car’s 520 litres to 570 litres. Not a huge leap, but the more boxy shape should make it easier to load large items. It’s worth noting the Mercedes E-Class Estate has a roomier boot than this and the Audi A6 Avant, with the BMW’s boot the smallest of the trio. At launch, there’s just the one plug-in hybrid engine option. Called 530e, it combines a 2.0-litre petrol engine with an electric motor to make 184hp, while the battery provides a range of nearly 60 miles. This will be particularly appealing to company car drivers because of the favourable Benefit-in-Kind rate, though for the same reason the all-electric i5 Touring is also worth a look. Another plug-in hybrid, as well as a regular petrol engine, will join the line-up later. Although we’ve not been behind the wheel of this new model just yet, it’s likely to drive very much like the 5 Series Saloon. As such, you can expect a refined and comfortable car that’s at its best at motorway speeds, though perhaps not as much fun on a twisty road as its predecessors. If you’re interested in this car, find out how much you could save with Carwow’s BMW 5 Series Touring deals. You can also get a great price on a used 5 Series Touring, as well as other used BMW models. If you want to sell your car online, Carwow can help with that, too.",Carwow
bmw,x1,"Is the BMW X1 a good car? The BMW X1 is the baby of the Bavarian brand’s SUV range, headed by the enormous X7 seven-seater. It may still be the entry level SUV model, but the current model is far removed from the awkward-looking compact SUV-inspired hatchback the X1 once was. Think of it as the youngest sibling in a large family. It’ll always be seen as the little one, but now it’s grown out of puberty, graduated university and it should be taken seriously. And the X1 really has grown, not just in character but in size being larger in every direction than the model that came before it. It’s a much better looking car now, with a bluff front end sporting a pair of squared-off grilles and aggressive headlights. It’s a boxy car all round, looking even larger than it is with sharp angles and crisp lines all over - especially in M Sport trim, whereas xLine cars ditch the aggressive body kit in favour of tough looking black cladding. The interior of the X1 is sleeker than the exterior, with a pared-down dashboard featuring a prominent pair of screens in a single wide display. They’re crisp and easy to read, but the infotainment menus can be a little overwhelming to use. BMW has opted to get rid of physical climate control buttons and use touch controls on the 10.7-inch screen instead, but it’s rather fiddly to use on the move. Otherwise the cabin layout is easy to navigate and pleasant on the eye, with minimalistic shapes and contrasting trims across the width of the dashboard to break up the design. Gone is the traditional gear level, with a tiny gear selector switch in its place instead. Space is good in both the front and back of the X1, especially with the sliding reach bench set all the way back. Tall adults won’t struggle for headroom and legroom at any position, though boot space is maximised with the bench all the way forwards. The X1 beats its German alternatives for boot space, at 540 litres versus the Audi Q3’s 530 litres and the Mercedes GLA’s 495 litres - though the Volvo XC40 has the X1 licked with its 578-litre boot. The BMW X1 is a great looking car in every trim level, and it's practical too. You get a range of engines to choose from, but it’s an expensive choice of small SUV - especially in M35i spec Mat Watson Expert Car Reviewer BMW has given its small SUV a wide range of engine options, with the cheapest being the entry-level petrol model. There are fuel efficient plug-in hybrid options and a range-topping M35i high-performance model. All X1 models are good fun on a twisty road, but being a BMW it’s hardly a surprise. There’s little in the way of body lean when attacking corners and the steering isn’t too light for decent grip feel. It’s definitely sportier than alternatives such as the VW T-Roc and Skoda Kamiq. The M35i model is a cut above, but that’s to be expected with its BMW M135i roots. Motorways are a little noisier than you might expect from a posh SUV with some noticeable wind and road noise - especially on the larger optional wheels. In town the X1 can get shaken up over broken roads, but good all-round visibility, automatic gearboxes and a small turning circle make city driving a breeze. The X1 should be at the top of your list for a premium small family SUV, and you can check out Carwow’s BMW X1 deals here. If you know you want a BMW but you're not sure on the X1, have a look at other new BMW deals instead. You could also browse used X1s or other used BMW deals too. Carwow can even help you sell your car when the time comes.",Carwow
bmw,ix1,"Is the BMW iX1 a good car? The BMW iX1 is the German brand’s all-electric version of the ever-popular X1 SUV. The iX1 takes inspiration from the bulkier BMW iX flagship, while being the most compact family option of BMW's electric SUVs. It’s like getting the latest phone that’s one step down from the most advanced version but still on trend. Coming with the same exterior design as the latest X1, there are some blue tweaks alongside the kidney grille and angular headlights to mark out the electric version, but it's all very subtle. Sportier models also come with a more aggressive design. You get angular rear lights too with a 3D effect, plus a large rear window and sporty elements, such as the roof spoiler and low-end diffuser. Inside, there are few buttons cluttering the cabin – although that does mean you get fiddly infotainment and climate controls thanks to too many switches being removed. There’s also no iDrive control dial, which means you have to do all major functions through the touchscreen. The design is pleasing on the whole though, with soft materials used up high and on all the main touch points. In the back there’s a decent amount of space, with good head and knee room. Although quality on the whole is fine, it takes a step down from the front part of the cabin. That being said, it still feels like a top product. BMW iX1: Electric range, battery and charging data Range: 267-322 milesEfficiency: 3.5-4.0 miles per kWhBattery size: 67kWhMax charge speed: 130kWCharge time AC: 10hrs, 0-100% at 7kWCharge time DC: 29 mins, 10-80% at 130kWCharge port location: Right rearPower outputs: 201hp / 308hp Practicality-wise, the iX1 also holds its own, with an impressive 490-litre boot – only 10 litres less than the flagship iX. That being said, the boot is marginally smaller than that of the Audi Q4 e-tron, though larger than that of the Volvo XC40 Recharge. The iX1 comes with a pair of model options, both powered by the same 65kWh motor. The more powerful is the 313hp all-wheel drive xDrive30 complete with two electric motors, with one mounted on each axle for all-wheel drive. You get an official range of up to 270 miles, with the top M Sport having a slightly reduced max range of 267 miles. Then there's the front-wheel drive 204hp eDrive20 with a range of up to 294 miles. When you’re driving, it’s odd how much the iX1 feels like driving the much larger iX. The overall experience is refined and quiet, with little disruption from the outside world in terms of noise. It’s comfortable while cruising, but weighing over two tonnes contributes to the fact that you will feel some bumps through the cabin. With iX-style driving dynamics, the iX1 is well-balanced and has a premium feel. xLine has more than enough equipment for everything you need Mat Watson Expert Car Reviewer Around town is where the iX1 impresses most, as it is super quiet and with great visibility all round, you shouldn’t get caught out. The steering is light for easy manoeuvring, while it also doesn’t feel too big. The 'B' drive mode increases brake regen but doesn’t provide full one-pedal drive. Twistier roads do show up the weight again, as there's some lean through the bends if you’re going at higher speeds. But the steering, although lacking feel, is direct and you have plenty of grip. The iX1 feels remarkably composed and capable, and should be the benchmark if you’re in the market for an electric family SUV. It’s a shame that it’s rather expensive though. You'll want to check out the latest BMW iX1 deals on Carwow, then, to see how much you could save. There are also great deals on used iX1s, as well as other used BMWs. If you’re also interested in changing your car altogether, you can sell your car through Carwow, with dealers bidding on your car so you can get the best price.",Carwow
bmw,x2,"Is the BMW X2 a good car? The BMW X2 marks a dramatic departure from the previous model. The old X2 looks relatively plain and almost hatchback-like, but this new X2 gets sharper styling with a fastback rear and chunky sides, plus a big grille which optionally lights up at night. It won’t be to everyone’s taste, but it’s certainly more striking. Underneath, it’s using the same mechanical bits and pieces as the taller, more practical X1, so swapping to an X2 is a bit like kicking off your wedges and strapping on some stilettos — you can walk in both, but one is much more stylish than the other. There are several other sharply-styled SUVs you could consider, too. There’s the Audi Q3 Sportback, the Volvo EC40, the Lexus LBX, and the incoming Renault Rafale. The X2’s cabin is, of course, largely shared with the X1 and that means you get the impressive-looking curved screens atop the dashboard, which includes a big central infotainment screen and a digital instrument panel. A head-up display is also optional. For the most part, the cabin looks and feels quality, but there are some unpleasantly cheaper materials if you go looking. You do have to get used to operating almost everything through the touchscreen - including the climate controls and even some of the headlight controls, which is really annoying. But that’s a criticism that can be laid at the door of many of the X2’s alternatives. The X2 isn’t a case of style over substance - it’s good to drive and high-quality inside, but the starting price makes alternatives look cheap Mat Watson Expert Car Reviewer Surprisingly, the X2 doesn’t compromise its practicality too much compared to the X1. Yes, the sloping roof does mean that you can’t pack in big boxes like you can in the X1, but the actual boot volume below the luggage cover is slightly better. Space in the back seats is also fine, although you will notice that there’s less headroom and less light coming in than in the X1. You can choose from two petrol-engined options for the X2. There’s an entry level X2 20i, which uses a 2.0-litre turbo four-cylinder engine driving the front wheels through a seven-speed automatic gearbox. There’s also the X2 M35i, which also gets a four-cylinder turbo 2.0-litre engine, but which is amped-up to 300hp and has four-wheel drive and lower, firmer suspension. There’s also the all-electric BMW iX2, with a choice of two power outputs - we’ve reviewed this separately here. If you’re interested in finding out more, you can check out the latest BMW X2 deals on Carwow. You can also find used X2 models, or search for other used BMWs from our network of trusted dealers. And I can also sell your car online through Carwow.",Carwow
bmw,ix2,"Is the BMW iX2 a good car? BMW has really made a mark in the electric car market, and the iX2 is the latest addition to its EV stable. As with the petrol-powered X2, it’s based on the same mechanical package as the iX1 electric SUV, but gets sharper exterior styling that comes a little at the expense of practicality. It’s a bit like sports fleece jackets — the iX1 is a roomy and comfy fleece, designed for practicality, while the iX2 is more sporty and form-fitting, with a tailored look to it. The iX2 is entering a pretty crowded marketplace when it comes to stylish electric SUVs and crossovers — there’s already the choice of the Audi Q4 e-tron Sportback, the Volvo EC40, and of course the big-selling Tesla Model Y. On the outside, the iX2 looks very much the same as the petrol X2 — if you’re trying to tell them apart, really aside from the badges the only way to do so is to look at the grille, which is blanked-off for the iX2. If you fancy an electric car but maybe don’t fancy making too big a visual statement about it, that could be a good thing for you. BMW iX2: electric range, battery and charging data Range: 266-282 milesEfficiency: 3.6-3.8 miles per kWhBattery size: 64.8kWhMax charge speed: 130kWCharge time AC: 10hrs 0mins, 0-100%, 7kWCharge time DC: 29mins, 10-80%, 130kWCharge port location: Right rearPower outputs: 204hp / 313hp That sharply-sloping rear roofline certainly marks the iX2 out as being one of the more stylish and dramatic-looking electric SUVs you can buy — it’s definitely more interesting to look at than the slightly blobby Audi or Tesla — but it won’t be to everyone’s taste. Inside, the cabin looks and feels very modern and high-tech, but some of the materials used are too cheap when you’re shopping at the more expensive end of the iX2’s price list. The big, wide, curved-screen layout for the infotainment screen and the driver’s instruments looks great though, and it’s hugely responsive. The layout is fairly easy to find your way around, too, and the on-screen icons are large and easy to press, but there are a few too many complicated sub-menus for some functions. Practicality takes a hit compared to the iX1, as despite the boot being large on paper compared to most alternatives the sloping roof limits the size of loads that you can take. And while the rear seats are really roomy for two adults, the centre seat is almost useless - making the iX2 a four-seater except for very occasional use. With 313hp and all-wheel drive, the BMW iX2 has the performance to back up the car's sporty looks Mat Watson Expert Car Reviewer BMW sells two versions of the iX2. Although they use the same size of battery, the more powerful all-wheel drive version doesn’t go as far on a charge as the less powerful two-wheel drive version, which can go 282 miles. The iX2 is as quiet and refined as you’d hope from an electric car, but while it does drive well, and can corner hard, there’s maybe not the gap between it and rivals from Volvo and Audi that there used to be. The steering is satisfying, although a little odd at times, and performance is ample. Like the iX1 it’s up there as one of the benchmarks in the sector. If you’re interested, check out the latest BMW iX2 deals on Carwow. You can also check out used BMW iX2s for sale, or other used BMWs here. And remember that when the time comes for car-changing you can even sell your car online through Carwow’s network of trusted dealers.",Carwow
