brand,model,text,rating,source
fiat,general,"Is the Fiat 600e a good car? The Fiat 500e is a great city car, but what if you need a bit more space? Step forward the Fiat 600e - the Italian firm’s small, fully-electric SUV. It captures some of the charm and style that’s made the 500 so popular, but stretches it across a bigger body with much more interior room and - importantly - five doors. Think of it like the 500’s older sibling. It’s not quite as cute to look at as the baby of the family, and might not get as much attention - but it’s a lot more useful when you need a helping hand. The 600e may be bigger than the 500 but it’s still pretty small by SUV standards. Compared with alternatives such as the Peugeot e-2008, MG ZS EV or Carwow Car of the Year-winning Volvo EX30, it’s quite a bit smaller. It’s more like a jacked-up hatchback, having a similar footprint but higher roofline than cars such as the Vauxhall Corsa Electric. Those tiny dimensions mean the 600e is fantastic for driving and parking in cramped towns and cities, and if you’re upgrading from a 500 it won’t feel intimidating or too bulky. Despite this, interior space is pretty good. The front seats have loads of room, and while the back seats are a bit too cramped for adults to get very comfortable they’re plenty spacious enough for a couple of child seats. Fiat 600e: electric range, battery and charging data Range: 254 milesEfficiency: 4.7mi/kWhBattery size: 54kWhMax charge speed: 100kWCharge time AC: 7hrs 45 mins, 7kWCharge time DC: 27 mins, 20-80%, 100kWCharge port location: Rear leftPower outputs: 154hp You do pay for that with the boot space, however, which at 360 litres is larger than most electric hatchbacks but smaller than just about every other comparable electric SUV. Inside, there’s quite a lot to like. The 600e shares many of its components with its close sibling, the Jeep Avenger Electric, but adds in a dose of Italian style familiar to those who’ve sat in a 500. There’s a swooping shape to the dashboard and some shiny trim, plus a pleasing round housing over the instrument cluster. It’s quite a trim-dependent interior, though, with posh La Prima cars getting light-coloured upholstery and trim that really lifts the cabin - while the darker trim of entry-level cars looks and feels a little cheap. There’s plenty of storage space with big door bins and adjustable cupholders, but the fabric flap that covers the central storage bin is just plain annoying. The infotainment system is Fiat’s latest, and it’s based on a very wide but quite shallow display. It can be a bit awkward to use, and a little jerky to flick between menus - but the screen itself is high-res and the wireless smartphone connectivity works perfectly well, allowing you to bypass Fiat’s own system if you want to. The Fiat 600e is a characterful electric SUV that's great to drive in the city – and it's good value, too Mat Watson Expert Car Reviewer There’s also a nice set of physical climate controls, which is much easier to operate on the move than having to head into a display sub-menu just to adjust the temperature. On the road, the 600e is genuinely impressive especially considering its price. It soaks up bumps as well as any of its alternatives, and can make some much more expensive cars feel positively uncomfortable in comparison. Dealing effortlessly with speed bumps and bad roads, plus super-light steering and good visibility means the Fiat 600e is a fantastic EV to drive around town. It’s comfortable on longer trips, too, though it doesn’t feel quite as stable and tied down as some alternatives and there’s a bit more noise on the motorway. The 600e is available with just one motor and battery option at the moment. It officially offers 254 miles of range from a pretty modest battery capacity, and in our tests it proved impressively efficient - resulting in a real-world range of about 200 miles. Public charging from 20-80% takes less than half an hour, which is par for the course. If you’re not ready to make the switch to electric just yet, there's also a hybrid 600. So the Fiat 600e is a decent small electric SUV overall – it’s a bit cheap inside and not hugely practical, but it’s packed full of character and is comfortable to drive around town. It’s priced temptingly, too. Interested? Check out the latest Fiat 600e deals available through Carwow. You can also check out deals on other Fiat models, as well as browse used Fiats from our network of trusted dealers. When the time comes, you can sell your current car through Carwow, too.",,Carwow
fiat,general,"Is the Fiat Tipo a good car? The Fiat Tipo is available with a choice of two petrol and two diesel engines in five different power outputs. The entry-level 1.3-litre diesel model comes with a five-speed manual gearbox while larger engines benefit from a six-speed manual. A six-speed automatic gearbox is offered on 1.6-litre petrol and diesel cars and Fiat has announced a dual-clutch version will be available in the near future. Its interior is a departure from the retro-inspired Fiat 500 range and focuses instead on basic functionality and occupant comfort. The rear seats have an impressive amount of legroom and the tall rear roofline provides decent headroom. As a result, three six-foot tall passengers can sit in the back for shorter journeys. Standard equipment on entry-level cars might disappoint some customers although a seven-inch touchscreen infotainment system with Apple CarPlay, Android Auto and sat nav is available on higher-spec models. The 440-litre boot is more spacious than those in the Nissan Pulsar (350 litres) and Renault Megane (384 litres) but lags behind the Skoda Octavia's capacious 600-litre load bay. The rear seat bases can be flipped forward allowing the seat backs to be folded completely flat and the lack of discernible load lip makes loading heavy or bulky items easy, too. The Tipo is a reasonably priced car that needs more than that to be competitive in this end of the market Mat Watson Expert Car Reviewer The Fiat Tipo does a good job of blending cheap running costs with impressive practicality and a reasonably refined ride in a distinctive and sharply-styled package. The selection of engines on offer might be sparing, but two efficient diesels and a number of rev-happy petrols should mean there’s a Tipo to suit the needs of most potential customers. If the Fiat Tipo sounds like the car for you, be sure to check out our latest Fiat deals and used Fiat pages, and do also see how you can sell your car online through carwow.",,Carwow
fiat,general,"Is the Fiat Qubo a good car? The Fiat Qubo is a small MPV with a roomy interior and a very practical boot. If you’re searching for a bigger alternative to a small hatchback and don’t fancy an SUV, this funky-looking, boxy car could be the answer. If the Fiat Qubo will likely remind you of a small van with windows, that’ll be because it uses plenty of the same mechanical bits and bobs as the Italian firm’s smallest commercial vehicle. As a result, it doesn’t have quite the same street-cred as an equally tall and boxy SUV, but you won’t have any trouble finding it in a crowded supermarket car park. The Fiat Qubo’s interior carries on the theme set out by its boxy exterior. The dashboard is pretty plain, save for a few silver plastic panels, but at least the knobs for the heating and the buttons for the stereo are easy to reach. It doesn’t feel as plush or as solid as many similarly priced hatchbacks, however, and you can’t add any colour to the Qubo’s pretty drab interior with any posher trims or colourful inserts. Almost every surface feels hard and brittle too, but at least you get a rubber floor as standard which is a doddle to keep clean. This form-over-function approach runs right the way through the Fiat Qubo’s cabin. There are acres of headroom, the front doors open nice and wide and the back doors slide rather than swing open so it’s easy for passengers to climb in – even in tight parking spaces. If you’re looking for an unashamedly practical box on wheels, the budget-minded Fiat Qubo makes a good choice. Just don’t expect it to win any admiring glances… Mat Watson Carwow expert Once inside, they’ll find there’s loads of legroom to stretch out – even if they’re tall and sit behind a six-foot driver. The three back seats are all equally wide so you can carry three adults at once without anyone fighting over who has to sit in the middle seat. If no-one’s tagging along for the ride you can flip the back seats forward and use the Fiat Qubo to carry absolutely masses of luggage. The boot’s wide and square and comes without any kind of load lip so it’s dead easy to slide in some heavy furniture. You can even fold the front passenger seat forward to carry really long items. With the back seats in place, the Qubo can carry about the same amount as a small family hatchback such as the Skoda Fabia. Speaking of which, the Fiat Qubo feels remarkably like a conventional hatchback to drive – despite its boxy shape and tall body. Sure, you’d never call it fun, but it irons out bumps reasonably well around town and doesn’t lean excessively on twisty roads. You can get the Fiat Qubo with one petrol and one diesel engine. Neither are particularly gutsy, but the latter’s your best bet if you spend any length of time on the motorway while the petrol will suit inner-city drivers better. You can’t get the Qubo with any particularly clever safety feature like you can in most small hatchbacks or SUVs, but when it comes to outright load-carrying ability, this quirky van-based MPV offers decent value for money. Check out our Fiat Qubo deals to see how much you can save on one.",,Carwow
fiat,general,"Is the Fiat 500C a good car? Inspired by ‘La Dolce Vita’ of warm days in Tuscany or Rome, the Fiat 500C is a convertible small car that has a sliding soft-top and wonderfully retro styling. With only the Mini Convertible and Toyota Aygo X (when it's fitted with a sliding roof) the only true alternatives, the 500C is part of a rare breed – but it’s not going the way of the dodo just yet, with the 500 Electric Convertible taking up the zero-emission mantle. Its style is classic Fiat, with plenty of chrome trim around the main badge and lights matching the throwback looks. The short overhangs, which make it great in town, are matched with more chrome around the back, which has rectangular lights and shows the full extent of the sliding roof. Inside, most of the dashboard features a body-coloured panel to match the outside. That hosts the 7.0-inch touchscreen, the climate controls and a high-mounted gear lever. The steering wheel sits in front of the speedometer, which has the rev counter inside it as well as a small driver information display, which isn’t easy to navigate. Top versions get a 7.0-inch screen behind the wheel, although that isn’t the simplest to use either. You won’t find a lot of cabin space in the 500C. Yes, the driver can get comfortable fairly easily, but if you’re tall you won’t find masses of headroom available. Trying to squeeze adults into the back is very tricky, as you have to fold the front seat forward, then clamber into a space where you’ll find little room. It’s worth splashing the cash and getting the Fiat 500C Top if you want this cute and stylish supermini – even if it’s not the best to live with Mat Watson Expert Car Reviewer The boot isn’t particularly large either. At 185 litres, it seriously lags behind the boot in the Mini Convertible and Toyota Aygo X, while multiple other small cars top that if you’re not desperate for the sliding roof. Folding the back seats down does open more space, but the boot opening itself is too narrow to fit larger items in. You only get one engine choice with the 500C – a 70hp 1.0-litre three-cylinder petrol engine with a small generator and battery applied to help with fuel economy. That comes with a six-speed manual transmission. The sprint from 0-60mph is more of a jog, taking 13.8 seconds. In town, the keenly revving engine helps you get up to urban speeds quickly enough, while the light steering can be made even lighter by pressing a button on the centre console to make the Fiat more manoeuvrable. The 500C is comfortable enough over bumps and you get a good view around you, but the rear view can be hindered with the roof rolled down. That tiny engine does start to run out of puff when you’re on the motorway though. As it takes so long to get up to speed, you have to make the most out of every gear by revving it close to the red line. It is also quite noisy at higher speeds, with wind and road noise glaringly obvious. If you’re in an Abarth 695C – a tricked-out Fiat 500 – twisty roads are a lot of fun. Not so much in the Fiat 500C. You feel like you might topple over if you take a corner too quickly, and the steering does not give you a great sense of how much grip your front tyres have. While the Fiat 500C offers a lot for those wanting to enjoy sunnier weather when driving around town, there are sacrifices that need to be made –. it’s not that practical for its size and isn’t refined when you need to go on a longer journey, with a Mini Convertible or Toyota Aygo X being more accomplished overall. If you want to see the best new deals on a Fiat 500C, check out carwow, where you can find used FIat 500C offers as well. You can look into other used Fiats here, and if you want to change your car the easy way, you can sell your car through carwow where our trusted dealers will get you the best price.",,Carwow
bmw,general,"Is the BMW 1 Series a good car? The BMW 1 Series is a posh family hatchback with a high-quality cabin and loads of cutting-edge tech. You may also be considering the Audi A3 or Mercedes A-Class if you’re shopping for a premium hatchback, and the 1 Series was updated in 2024 with a new look and an updated cabin. The 1 Series has always been the go-to if you want a premium hatchback with a sporty edge. It’s a bit like choosing a pair of Yeezys over some Dr. Marten loafers. There are very few small cars which feel as posh inside as the BMW 1 Series, and this was only improved during the 2024 update. All the materials feel soft and yielding and everything is really solid. Quality in here is much better than it is in a Mercedes A-Class. The tech you get inside is also really impressive. All cars get a huge curved display atop the dashboard comprising a 10.7-inch touchscreen and a 10.3-inch digital driver’s display, and it’s all very responsive and easy to use. Watch: BMW M135 review As is the case in most BMWs the driving position is spot on. There’s loads of adjustment in the seats and steering wheel for all drivers big and small to get comfortable. Once you’re ready to go, there are also plenty of cubby holes for you to empty your pockets into. Moving to the rear seats, the space on offer is best described as adequate. If you’re only carrying two people back there then they’ll have enough legroom, however headroom could be a struggle for taller adults. Getting three people back there is also a tight squeeze, and a Volkswagen Golf is more adept at carrying rear passengers. Boot space is also down on some of this car's key competitors. In the basic petrol model you get significantly less space than an Audi A3 or Honda Civic have to offer, however the BMW’s load area is a nice square shape and there isn’t much of a lip to haul items over. As for engines, there are just three on offer and they’re all petrol-powered. Entry-level models get a 1.5-litre three-cylinder with 170hp, then there’s a 2.0-litre with 218hp or the range-topping M135 hot hatchback with 300hp and all-wheel drive. The 1 Series really is a good, premium-feeling small car, it’s just a little bit expensive Mat Watson Expert Car Reviewer Once you’ve loaded the car up and hit the road, the first thing you’ll notice is that even the entry-level petrol model has a hot hatch feel to it. The steering is responsive and it’s great fun to thread down a country road, though the performance-focused M135 isn't as exciting as the Volkswagen Golf R, even if there's no denying it's fast in a straight line. The sportiness does come at the expense of comfort though, because even the normal 1 Series is a bit firmer than an Audi A3. This is especially apparent around town, where the car jitters around over potholes and broken surfaces. Still, at least the steering is nice and light and you get decent all-round visibility. Things settle down on the motorway, where the cabin feels nice and hushed. There’s just a hint of tyre roar disturbing the peace, but the 1 Series is a relaxing car for covering long distances. So the BMW 1 Series is great to drive, packed with tech and really well-made. Some alternatives are more comfortable though, and quite a lot of features are pricey options. Check out the latest BMW 1 Series deals if you fancy this as your next car and want to save some cash, or browse offers on other BMW models. You can also take a look at used 1 Series’ available now, and don’t forget that you can also sell your current car through Carwow for a great price.",,Carwow
bmw,general,"Is the BMW 2 Series Active Tourer a good car? Crossovers and SUVs dominate the family car market these days, however BMW is keen to prove that the humble MPV is still deserving of a place on the driveway with the 2 Series Active Tourer. You can think of the 2 Series Active Tourer as a more sensible alternative to cars like the Audi Q2 and Mercedes GLA, and BMW’s own X1. If those cars were a pair of trendy Nike Air Max trainers, the 2 Series Active Tourer is a sensible pair of Hush Puppies. In terms of premium people carriers, only Mercedes offers something similar, with the B-Class very much in the same mould as the Active Tourer - practical rather than fashionable for the size. It may not be as stylish as a modern SUV, but you can lift the 2 Series Active Tourer by going for the M Sport pack. This gives the car some sporty-looking bumpers, as well as 18-inch alloy wheels, making it look a bit less dowdy and a bit more aggressive. This may not hide the car’s boxy shape, but the plus side is a practical cabin. Up-front there’s plenty of headroom, as well as loads of adjustment in the seats to find your ideal driving position. You get plenty of storage, with a small cubby under the armrest as well as a big space under the centre console where you could keep a bag. The glovebox is an average size, as are the door bins. You can get a wireless charging pad in front of the cupholders, which has a helpful clip to keep your phone in place. The spacious theme continues in the rear. Headroom is still generous, and there’s plenty of knee room as well. There’s also a handy armrest with cupholders in the rear, and fitting a child seat is easy thanks to the exposed ISOFIX anchor points. As for the boot, you get 470 litres of space in the 218d models, or 415 litres in the 220i and 223i versions. Plug-in hybrid versions drop to 406 litres of cargo room thanks to a battery pack under the floor, although that’s still around the same as the 405 litres offered by the Audi Q2. The 2 Series Active Tourer may not be as stylish as an SUV, but it offers plenty of practicality and a really nice interior Mat Watson Expert Car Reviewer The Mercedes B-Class gets 420 litres of boot space, so slightly more than the petrol and plug-in hybrid Active Tourer, but less than you get in the 218d version. It’s worth bearing in mind however that the diesel’s additional storage space is situated under the boot floor., rather than within the main luggage area The exterior design may not be as exciting as an SUV, however the interior can easily match something like a Mercedes GLA. Everything feels really well screwed together, and the materials used are all high-quality. The overall cabin layout is very similar to the BMW X1 SUV, meaning you get the same floating armrest and wide central air vent, as well as the same 10.25-inch digital driver’s display and 10.7-inch infotainment system. Engine-wise, there are plenty to choose from. Only one of them is diesel though, the 218d with 150hp. Then there’s a couple of petrol models, the 220i and the 223i with 170hp and 218hp respectively. If you’re a company car driver, you’ll probably be looking at the tax-efficient 225e plug-in hybrid. This gets a 1.5-litre petrol engine paired with an electric motor, producing 245hp and capable of an official 56 miles on electric power alone. The plug-in hybrid makes the most sense around town, where the instant acceleration of the electric motor makes pulling out at busy junctions easy. Whichever engine you go for though, the 2 Series Active Tourer is easy to drive in the urban jungle. The BMW 2 Series Active Tourer may not be the most exciting offering in the family car segment, however if you’re looking for a well-made, premium-feeling car to haul the family around, and you’re not too bothered about looking flash while doing it, this car is certainly worth a look-in. If you’re looking to make the BMW 2 Series Active Tourer your next car, check out the latest offers available on carwow. Alternatively, you can browse used BMW models, and you can sell your car for what it’s really worth.",,Carwow
bmw,general,"Is the BMW 3 Series a good car? The BMW 3 Series is like Alan Shearer. No, it’s not from Newcastle, but like Shearer it has for generations been a reliable and impressive performer, able to out-shine European and world opposition at the highest level, and is still going strong even in its advancing years. While Audi might be re-inventing the A4 as the new A5 (rather confusingly) and Mercedes has brought out a new C-Class while BMW was just updating the 3 Series, this is still a car that looks and feels totally cutting edge, especially in how it drives. Though if you would also consider an electric car, the Tesla Model 3 feels more futuristic still. In terms of styling, the most recent round of updates for the 3 Series haven’t changed that much. There’s been some small nipping and tucking around the lights and grille, some new wheels and paint options, but the overall shape and style remains the same. That’s both good and bad — good in that, overall, the 3 Series is still a handsome thing. Bad in that it hasn’t addressed some design mis-steps, such as the way the 3 looks overly bulky around the rear wheelarches. Basic Sport models get chrome trim around the radiator grille, while M-Sport models look a little more glowering with blacked-out trim. Watch: Audi A4 v BMW 3 Series v Genesis G70 v Mercedes C-Class It’s in the cabin that you’ll find the bigger changes. BMW has binned the (rather attractive) separate digital instruments and infotainment screen in favour of the big, curved, combined screen setup taken from other models such as the 4 Series and 5 Series. This means that the 3 Series now has the latest and most up to date infotainment software — which can update itself via over-the-air links — but even though the old iDrive click-wheel has been retained, there are some fiddly bits to find your way around on the screens, and the graphics don’t look quite as nice as they used to. Space in the cabin remains unchanged, which means you get just enough for four adults to sit in reasonable comfort, but there’s not the stretch-out space you’d find elsewhere. The boot is practical, especially in the Touring estate, but remember that the plug-in hybrid 330e — a hugely popular model with business user-choosers — loses quite a lot of that space to the battery, to the point where a basic VW Golf hatchback has a bigger boot. Not that you’ll care about boot space much when you’re sitting up in the driver’s seat. The BMW 3 Series has long been considered the best of its breed to drive, and that hasn’t changed, despite the fact it’s bigger and heavier now than it has ever been. While we have to wait to see what Audi has cooked up with the new A5 saloon, the 3 Series most definitely has the beating of the otherwise-impressive Mercedes C-Class when it comes to the driving experience. This is still a car that looks and feels totally cutting edge, especially in the way it drives Mat Watson Expert Car Reviewer The engine range has shrunk somewhat in the past few years — your choice at the base of the BMW 3 Series lineup is now restricted to the petrol 320i or the plug-in hybrid 330e. Bye-bye diesel 320d — we shall miss your combo of easy-going performance and exceptional economy, though there are plenty of excellent used examples to be found. In fact, there are now no diesel 3 Series models at all, something of a shock when you remember how wildly successful they have been over the years. Mind you, the 330e looks like it might be settling into the 320d’s economy shoes, not least because a big battery upgrade now means that it can do as much as 62 miles on electric power alone, if you remember to charge up the battery (which can’t, alas, be fast-charged from public DC chargers). Of course, if it’s serious performance you want — but you don’t fancy the expense and insurance cost of stepping up to a full-on M3 — there’s the brilliant M340i with its 374hp, straight-six, 3.0-litre turbo engine. Whisper it, but that’s actually a more enjoyable car to drive even than the mighty M3 itself. If you want to bag yourself a great deal, check out Carwow’s BMW 3 Series deals. You can also get a great price on a used 3 Series as well as other used BMWs from our network of trusted dealers. Carwow’s Sell My Car service takes the pain out of moving your old motor on, too.",,Carwow
bmw,general,"Is the BMW 4 Series a good car? The BMW 4 Series is an upmarket coupe that seats four and is designed to be more stylish and fun to drive than the BMW 3 Series saloon on which it’s based. It’s also more fun than its main alternatives, the Audi A5 and Mercedes C-Class Coupe. The two-door 4 Series Coupe sits in a family of 4 Series models, along with the convertible and five-door Gran Coupe models, while the BMW i4 is the electric version of the regular 4 Series Coupe, with the coupe and convertible getting updates in 2024. But in terms of styling, if the German coupes were in an orchestra, the Audi and Mercedes would be tickling the triangle while the BMW tries its best on the tuba – that grille makes the most noise. Some will like it and some really won’t. Still, beyond that, the 4 Series is a good looking car. Its aggressive creases, sporty body kit and sloping roofline make it a sort of half-price BMW 8 Series. Inside, it’s not as in-your-face as a C-Class in terms of design, but it’s classier and the levels of quality are better than in both Mercedes and Audi. In Mercedes’ larger cars its infotainment system narrowly beats BMW’s for visual drama and the way it works, but in the 4 Series and C-Class (where Mercedes fits its older systems), it’s the BMW that takes the win. The BMW’s looks better, works better and comes with Apple CarPlay and Android Auto. Praise be. Audi’s system comes a close third on all fronts. The range-topping M440i is brilliant, but most people will love the 420i M Sport. Head to our deals page for the very best prices! Mat Watson Expert Car Reviewer The 4 Series has seating for four people and those in the front seats will have all the space they need. The driver gets a good amount of adjustment, but it’s disappointing that lumbar adjustment – good for staying comfortable on long drives – isn’t standard and only comes as part of a very expensive pack. Grrr. The rear seats are fine for legroom, even for adults, but they’ll struggle with head room if they are anywhere close to six foot. Getting in and out of the back is a struggle too, because there are no rear doors – but hey, it’s a coupe. Still, the 4 Series’ boot is a generous 440 litres, which is only slightly smaller than an A5’s and some way bigger than the C-Class Coupe’s. There’s lots of engine choice, and there isn’t a bad one. There are 2.0-litre and 3.0-litre petrol and diesels, ranging from 184hp to 374hp, but the majority of people will find the 184hp 420i 2.0-litre petrol a great choice. Do more motorway miles? The 190hp 420d 2.0-litre diesel will cruise more efficiently. If you want maximum punch, the M440d diesel and M440i petrol both have powerful six-cylinder engines with startling performance. Then there’s the high-performance BMW M4, which we have reviewed separately. Handily, all 4 Series models are huge fun to drive. They’re lower and stiffer than a BMW 3 Series, and turn into corners with more agility than an A5 or C-Class Coupe. The xDrive all-wheel drive system is available with the 420d and standard on the M440 models for added security in slippery conditions, plus BMW offers things like upgraded brakes, a sports differential and adaptive suspension to really spice things up. The M models get this as standard. That agility does mean the 4 Series feels harder over bumps in town, even in its most comfortable driving mode, but otherwise, its standard parking sensors and rear camera make light work of parking. On the motorway, the suspension feels less abrupt and the 4 Series cruises quietly, but like the lumbar support, BMW’s clever adaptive cruise control with lane-keep steering assist costs a fortune to add as part of a pack. More grrr. Despite these minor setbacks, we think the 4 Series is the best of its breed. See how much you could save on a new BMW 4 Series with carwow, or check out our latest used BMWs. And if you need to sell your car, we can help with that too!",,Carwow
bmw,general,"Is the BMW 5 Series a good car? Think of an all-rounder, and two things are likely to spring to mind. First will be a Swiss army knife – the global icon for ‘a thing that does everything’ – and the next could well be the BMW 5 Series. Since debuting five decades ago, this posh German saloon has proven time and again that it can offer comfort, bags of practicality, the latest technology and serious performance. It’s a similar story with its two key alternatives – if you’re considering a 5 Series you should also take a look at the Mercedes E-Class and Audi A6. Or perhaps the Lexus ES if you want a left-field option. The latest 5 Series clearly takes hints from BMW’s recent bold design direction as seen on the likes of the 2 Series Coupe and XM, albeit a little more subdued. That said, its styling is rather challenging, lacking the elegance of its predecessors. There are odd, incohesive lines around the headlights and front bumper, a front grille that seemingly mimics beaver teeth and the rear end looks like the designers couldn’t agree on what to do so gave up halfway through the process. Watch: All-electric BMW i5 review It’s a different story inside, with BMW’s latest infotainment system present and correct, combining a 12.3-inch digital drivers’ display with a 14.9-inch central screen. Apple CarPlay and Android Auto are included as standard, and operate wirelessly. The overall design is pretty good and although some of the physical buttons have disappeared, forcing you to use the touchscreen more, there are high quality materials and solid build quality to make up for it. Artificial leather upholstery comes as standard, though you can opt for the real stuff, as well as a part-Alcantara choice if you’d prefer. So you get all the good tech, but if practicality is key, you might be a touch disappointed. Petrol-powered versions of the new 5 Series promise 520 litres of boot capacity, which is less than the Mercedes E-Class and Audi A6, though not by much. On the plus side, unlike those two cars the BMW’s boot doesn’t lose capacity in the plug-in hybrid version. A Touring estate version will arrive later if you need the extra room. The BMW 5 Series is available with one petrol engine, offering 208hp, and a pair of plug-in hybrid versions with up to 489hp. Notably, there’s no diesel version, which is a sign of the times given that this model is typically popular with those who rack up serious motorway mileage. The BMW 5 Series is comfortable to drive and has a lovely interior – shame the outside just looks so… bleugh Mat Watson Expert Car Reviewer It’s goodbye to diesel, but hello to electric for the first time in a 5 Series. The i5 – reviewed separately here – will do up to 361 miles on a charge, but is quite a bit more expensive than the petrol-powered model. As you might expect, the BMW 5 Series is a comfortable and refined motorway cruiser. There’s a little bit of wind and road noise but overall it’s a relaxing way to rack up miles. However, BMWs usually excel at also being great fun on a twisty road, but the latest 5 Series is a bit disappointing in this regard. The steering is numb and doesn’t give much feedback about how much grip the tyres have, while the car just generally lacks the eagerness to turn into a corner that made old versions so much fun to drive. An Audi A6 is, surprisingly, more fun here… Regardless, this is a great all-rounder and just a fraction better overall than the Mercedes E-Class and Audi A6. Want one? Check out the latest BMW 5 Series deals available through Carwow. You can also see how much you could save on a used 5 Series from our network of trusted dealers, as well as other used BMWs. You can sell your car through Carwow, too.",,Carwow
bmw,general,"Is the BMW 5 Series Touring a good car? The BMW 5 Series Touring is a posh estate car with a plug-in hybrid engine that makes it ideal as a practical family car, or for company car drivers looking for something comfortable to rack up miles in. It’s a bit like a Burberry backpack, because it’s posh and practical in equal measure. SUVs might be the on-trend choice, but there are plenty of estate alternatives to consider if you prefer to sit lower in the car. Other posh estates include the Audi A6 Avant and Mercedes E-Class Estate, or you could opt for a well-specced Volkswagen Passat. The 5 Series Touring isn’t the best-looking car, with odd angular lines in the bodywork that never feel quite as cohesive as more elegantly styled generations of old. Things get better inside, though, with a clean design for the most part. You get a smart piece of trim splitting the dashboard widthways and a pair of screens above this. BMW’s infotainment tech is some of the best in the business, with crisp displays and intuitive menu navigation. Aesthetically challenged on the outside, but the BMW 5 Series Touring should be a comfortable, practical estate car Mat Watson Expert Car Reviewer Boot space is up on the BMW 5 Series Saloon, increasing from that car’s 520 litres to 570 litres. Not a huge leap, but the more boxy shape should make it easier to load large items. It’s worth noting the Mercedes E-Class Estate has a roomier boot than this and the Audi A6 Avant, with the BMW’s boot the smallest of the trio. At launch, there’s just the one plug-in hybrid engine option. Called 530e, it combines a 2.0-litre petrol engine with an electric motor to make 184hp, while the battery provides a range of nearly 60 miles. This will be particularly appealing to company car drivers because of the favourable Benefit-in-Kind rate, though for the same reason the all-electric i5 Touring is also worth a look. Another plug-in hybrid, as well as a regular petrol engine, will join the line-up later. Although we’ve not been behind the wheel of this new model just yet, it’s likely to drive very much like the 5 Series Saloon. As such, you can expect a refined and comfortable car that’s at its best at motorway speeds, though perhaps not as much fun on a twisty road as its predecessors. If you’re interested in this car, find out how much you could save with Carwow’s BMW 5 Series Touring deals. You can also get a great price on a used 5 Series Touring, as well as other used BMW models. If you want to sell your car online, Carwow can help with that, too.",,Carwow
bmw,general,"Is the BMW 7 Series a good car? The BMW 7 Series is the flagship saloon of the German brand, and it showcases the latest tech that the firm has to offer. In this case, it’s got a fleet of improved technology inside, such as the optional cinema style screen in the back – like having your own private Odeon. But the main story with the 7 Series is its controversial new design. The large grille dominates the front, while it’s flanked by split headlights, which certainly divides opinion, but looks better in the metal. The sharp design continues down the side with some creases, but it’s slab-sided otherwise. At the rear it’s classic 7 Series with a modern twist. It’s pretty square but it gets thin lights to get that futuristic look. The all-electric BMW i7 that sits alongside the 7 Series gets blue highlights all round the vehicle, including on the rear bumper. Inside, you’ll find one of the fanciest cabins currently on sale. You get a huge panel containing both screens, one of which is the infotainment touchscreen that can be controlled by the iDrive dial. You also get loads of crystal detailing you may have seen in the BMW iX SUV, including a whole panel that lights up depending on different functions, such as the climate control. With luxury trimmings and excellent build quality, the 7 Series manages to be as accomplished as a Mercedes S-Class. It’s not quite as luxurious as the electric i7 though. The rear seats are like you’re on a business class flight, and you can get seats that recline to give a properly relaxing experience. You get touchscreen displays to control the optional widescreen that folds down from the roof, as well as the seats and air conditioning. It’s high-end limousine luxury at its finest. Out on the road, the 7 Series feels super composed. It rides smoothly and with little fuss, and disguises its weight well when going through the corners too, but there’s no hiding how big it is Mat Watson Expert Car Reviewer If you’re all about having a practical saloon, the 7 Series does okay with a 525-litre load area. The all-electric i7 gets slightly less with 500 litres. However, the Mercedes equivalents – the S-Class and EQS – get 550 litres and 610 litres respectively. And with the 7 Series and i7, you can’t fold the seats down to load longer items. Out on the road, the 7 Series feels super composed. Weighing north of two tonnes, it’s not light, but with the standard adaptive air suspension it rides smoothly and with little fuss. It disguises its weight well when going through the corners too. Around town, it is pretty long at 5.3m, but with the help of rear-wheel steering, it feels surprisingly manoeuvrable. There’s no hiding the fact that it’s a large car though, so thank goodness for the multiple cameras, making parking pretty simple. But where the 7 Series is peerless is cruising on the motorway. In the UK, we only get the 750e and M760e versions – both of which are plug-in hybrids offering up to 49 miles of electric driving. The electric punch matched with excellent engines should make overtaking and getting up to speed no problem. The BMW 7 Series is one of the best cars you can currently buy, and with its luxury appeal, it can definitely match the Mercedes S-Class in the premium limo market. Find out how much you could save on a BMW 7 Series on Carwow by checking out our latest BMW 7 Series deals. Do also check out our new BMW deals and used BMW cars for sale from our trusted dealer partners, and if you need to sell your car as well, Carwow can also help with that.",,Carwow
